id,code,name,company_id/id,type,default_credit_account_id/id,default_debit_account_id/id
__setup__.enfinfidu_SAL_reliure_des_planches_sarl,SAL,Salaires,__setup__.reliure_des_planches_sarl,Achats,enfinfidu_account.3_account_tmp_5000,enfinfidu_account.3_account_tmp_5000
