"id","name","code_digits","bank_account_code_prefix","cash_account_code_prefix","currency_id/id","transfer_account_id/id","spoken_languages","property_account_receivable_id","property_account_payable_id","property_account_expense_categ_id","property_account_income_categ_id","income_currency_exchange_account_id","expense_currency_exchange_account_id"
"enfinfidu_chart_template","Plan comptable Enfin",1,102,100,"base.CHF","transfer_account_id","fr_CH",,,,,,
