"id","name","type","show_on_dashboard","display_on_footer","code","profit_account_id/id","outbound_payment_method_ids/id","operating_unit_id/id","loss_account_id/id","group_invoice_lines","inbound_payment_method_ids/id","currency_id/id","company_id/id","bank_statements_source","bank_account_id/id","bank_id/id","update_posted","default_credit_account_id/id","default_debit_account_id/id"
"__setup__.account_journal_BNK1","Postfinance","Bank","True","False","CCP",,"account.account_payment_method_manual_out",,,"False","account.account_payment_method_manual_in",,"base.main_company","Record Manually","__setup__.res_partner_bank_ubschf","l10n_ch_bank.bank_271_0000","True","__setup__.l10n_ch_coa_original_1021","__setup__.l10n_ch_coa_original_1021"
