"id","name","model_id/id","group_id/id","perm_read","perm_write","perm_create","perm_unlink"
"__setup__.currency_rate_enfinfidu_account","res.currency.rate.enfinFidu accountant","base.model_res_currency_rate","account.group_account_user",1,1,1,0
